@relation images
@attribute filename string
@attribute class {BEAGLE,GERMAN_SHORTHAIRED}
@data
../data/images/german_shorthaired_38.jpg,GERMAN_SHORTHAIRED
../data/images/german_shorthaired_39.jpg,GERMAN_SHORTHAIRED
../data/images/german_shorthaired_4.jpg,GERMAN_SHORTHAIRED
../data/images/german_shorthaired_40.jpg,GERMAN_SHORTHAIRED
../data/images/german_shorthaired_41.jpg,GERMAN_SHORTHAIRED
../data/images/german_shorthaired_42.jpg,GERMAN_SHORTHAIRED
../data/images/german_shorthaired_43.jpg,GERMAN_SHORTHAIRED
../data/images/german_shorthaired_44.jpg,GERMAN_SHORTHAIRED
../data/images/german_shorthaired_45.jpg,GERMAN_SHORTHAIRED
../data/images/german_shorthaired_46.jpg,GERMAN_SHORTHAIRED
../data/images/german_shorthaired_47.jpg,GERMAN_SHORTHAIRED
../data/images/german_shorthaired_48.jpg,GERMAN_SHORTHAIRED
../data/images/german_shorthaired_49.jpg,GERMAN_SHORTHAIRED
../data/images/german_shorthaired_5.jpg,GERMAN_SHORTHAIRED
../data/images/german_shorthaired_50.jpg,GERMAN_SHORTHAIRED
../data/images/german_shorthaired_6.jpg,GERMAN_SHORTHAIRED
../data/images/german_shorthaired_7.jpg,GERMAN_SHORTHAIRED
../data/images/german_shorthaired_8.jpg,GERMAN_SHORTHAIRED
../data/images/german_shorthaired_9.jpg,GERMAN_SHORTHAIRED
