@relation dogs_ColorLayoutImageFeatures

@attribute f0 numeric
@attribute f1 numeric
@attribute f2 numeric
@attribute f3 numeric
@attribute f4 numeric
@attribute f5 numeric
@attribute f6 numeric
@attribute f7 numeric
@attribute f8 numeric
@attribute f9 numeric
@attribute f10 numeric
@attribute f11 numeric
@attribute f12 numeric
@attribute f13 numeric
@attribute f14 numeric
@attribute f15 numeric
@attribute f16 numeric
@attribute f17 numeric
@attribute f18 numeric
@attribute f19 numeric
@attribute f20 numeric
@attribute f21 numeric
@attribute f22 numeric
@attribute f23 numeric
@attribute f24 numeric
@attribute f25 numeric
@attribute f26 numeric
@attribute f27 numeric
@attribute f28 numeric
@attribute f29 numeric
@attribute f30 numeric
@attribute f31 numeric
@attribute f32 numeric
@attribute f33 numeric
@attribute f34 numeric
@attribute f35 numeric
@attribute f36 numeric
@attribute f37 numeric
@attribute f38 numeric
@attribute f39 numeric
@attribute f40 numeric
@attribute f41 numeric
@attribute f42 numeric
@attribute f43 numeric
@attribute f44 numeric
@attribute f45 numeric
@attribute f46 numeric
@attribute f47 numeric
@attribute f48 numeric
@attribute f49 numeric
@attribute f50 numeric
@attribute f51 numeric
@attribute f52 numeric
@attribute f53 numeric
@attribute f54 numeric
@attribute f55 numeric
@attribute f56 numeric
@attribute f57 numeric
@attribute f58 numeric
@attribute f59 numeric
@attribute f60 numeric
@attribute f61 numeric
@attribute f62 numeric
@attribute f63 numeric
@attribute f64 numeric
@attribute f65 numeric
@attribute f66 numeric
@attribute f67 numeric
@attribute f68 numeric
@attribute f69 numeric
@attribute f70 numeric
@attribute f71 numeric
@attribute f72 numeric
@attribute f73 numeric
@attribute f74 numeric
@attribute f75 numeric
@attribute f76 numeric
@attribute f77 numeric
@attribute f78 numeric
@attribute f79 numeric
@attribute f80 numeric
@attribute f81 numeric
@attribute f82 numeric
@attribute f83 numeric
@attribute f84 numeric
@attribute f85 numeric
@attribute f86 numeric
@attribute f87 numeric
@attribute f88 numeric
@attribute f89 numeric
@attribute f90 numeric
@attribute f91 numeric
@attribute f92 numeric
@attribute f93 numeric
@attribute f94 numeric
@attribute f95 numeric
@attribute f96 numeric
@attribute f97 numeric
@attribute f98 numeric
@attribute f99 numeric
@attribute f100 numeric
@attribute f101 numeric
@attribute f102 numeric
@attribute f103 numeric
@attribute f104 numeric
@attribute f105 numeric
@attribute f106 numeric
@attribute f107 numeric
@attribute f108 numeric
@attribute f109 numeric
@attribute f110 numeric
@attribute f111 numeric
@attribute f112 numeric
@attribute f113 numeric
@attribute f114 numeric
@attribute f115 numeric
@attribute f116 numeric
@attribute f117 numeric
@attribute f118 numeric
@attribute f119 numeric
@attribute class {BEAGLE,GERMAN_SHORTHAIRED}

@data
23,11,19,18,8,17,12,20,13,8,17,13,19,12,15,18,14,23,9,14,13,16,11,14,18,17,21,17,14,14,11,15,13,15,16,15,17,14,19,15,14,14,16,17,17,16,15,13,15,16,17,13,15,14,16,15,17,16,15,14,16,14,16,16,28,13,13,17,13,18,17,16,17,16,16,16,15,17,16,15,15,15,16,15,16,16,16,15,15,15,15,15,34,19,17,14,18,13,15,14,14,16,16,15,16,14,16,16,16,16,16,15,15,15,15,16,15,16,16,16,BEAGLE
54,15,24,20,22,24,18,13,15,13,16,13,10,9,18,11,15,14,16,16,15,14,18,16,21,17,16,15,16,18,17,20,14,16,14,16,16,16,14,14,13,16,16,15,13,15,14,17,16,16,16,16,16,16,16,16,17,14,15,17,16,15,15,14,25,14,20,14,19,17,14,16,14,17,15,16,14,15,14,14,17,16,15,15,15,16,16,16,15,17,16,16,36,17,13,16,13,14,17,15,17,14,16,15,17,16,17,17,15,15,16,16,16,15,16,15,16,14,16,15,BEAGLE
39,9,7,23,18,17,18,12,22,18,19,17,13,16,16,16,14,15,12,13,18,16,16,16,17,13,16,13,15,16,14,15,16,13,16,14,18,16,15,19,15,19,15,15,17,14,15,17,14,16,15,15,14,14,17,16,14,16,17,14,17,16,17,14,12,10,7,15,13,13,16,14,17,16,17,15,18,16,17,15,16,17,15,13,16,15,16,17,16,15,15,16,53,25,25,14,18,21,16,18,11,14,14,15,12,15,14,16,15,13,16,17,14,16,15,15,15,17,16,14,BEAGLE
27,9,14,25,21,16,20,19,19,19,18,12,19,14,18,18,13,15,15,19,15,17,14,13,15,12,16,11,17,15,12,17,14,17,18,17,15,14,18,14,16,19,13,17,15,17,14,14,14,17,15,14,18,18,14,17,17,15,15,15,17,16,15,17,14,8,16,13,14,14,13,20,18,22,15,18,17,14,13,16,14,16,15,19,19,15,16,17,16,16,16,16,54,26,12,17,17,21,19,10,11,8,16,14,13,17,18,15,18,14,17,11,12,16,16,14,16,16,15,15,BEAGLE
30,19,4,8,16,13,15,17,17,9,11,19,16,16,14,16,16,16,15,14,11,16,11,15,15,16,15,15,15,15,15,15,15,16,12,16,15,16,15,16,16,16,15,16,16,16,16,15,16,15,15,16,16,15,16,15,15,15,15,15,15,15,16,16,6,14,26,14,15,14,12,16,13,21,18,14,18,16,15,16,16,19,16,17,18,17,17,15,15,17,15,17,24,17,13,17,14,15,14,16,13,14,16,15,16,16,15,15,16,17,16,16,16,16,16,16,17,16,16,16,BEAGLE
24,16,17,20,15,12,15,18,17,14,15,15,15,18,16,15,14,15,14,15,16,15,15,16,14,15,15,15,18,16,16,17,17,16,16,16,16,16,14,16,17,16,14,15,15,14,14,16,15,16,15,16,15,15,15,17,15,16,16,15,16,16,15,15,20,16,12,14,14,14,14,17,16,16,16,16,17,16,16,16,16,16,15,16,16,15,16,15,16,15,15,15,29,16,12,15,15,13,14,14,17,15,15,15,16,15,17,16,17,16,17,16,15,15,15,16,16,15,16,14,BEAGLE
25,8,8,23,13,14,11,14,13,9,16,16,19,15,18,14,17,22,19,15,13,15,15,15,17,13,20,17,18,15,16,15,17,17,16,17,14,15,17,18,12,17,14,16,18,18,15,15,14,15,16,16,15,18,13,15,15,15,15,15,14,17,16,18,20,15,14,17,15,17,15,18,15,16,16,16,17,17,16,15,15,17,15,16,17,16,16,15,16,15,15,16,44,16,18,13,17,14,16,13,17,16,15,15,15,14,14,16,16,14,16,15,14,15,15,17,15,17,16,15,BEAGLE
51,19,18,19,15,18,12,16,13,14,11,16,11,16,17,16,15,19,16,18,16,17,16,18,15,14,15,15,16,16,16,16,13,16,14,16,16,15,15,16,16,16,16,14,16,15,15,17,15,16,15,16,15,16,16,15,16,15,15,16,16,15,16,15,31,16,16,18,15,18,14,15,15,14,14,16,14,16,15,16,16,16,16,16,16,16,15,16,15,16,15,16,33,15,15,13,16,13,17,16,16,17,17,15,18,15,16,15,16,15,15,15,15,15,16,15,16,15,16,16,BEAGLE
11,12,11,14,10,5,19,15,18,13,13,16,16,18,15,14,17,15,15,18,13,15,14,18,16,17,14,17,15,14,15,15,15,16,16,16,16,14,17,15,15,15,16,17,17,17,14,15,16,15,17,16,15,15,15,15,16,14,15,15,16,15,15,15,24,16,14,16,16,14,17,16,16,16,16,16,16,16,16,15,17,15,15,15,16,16,15,16,15,16,15,16,39,15,17,15,16,19,14,15,15,15,15,16,15,15,15,16,14,16,16,16,15,15,17,15,16,15,16,15,BEAGLE
18,18,14,19,17,15,12,18,14,17,14,14,12,13,18,14,16,19,15,17,16,15,15,15,16,16,16,15,18,16,14,15,15,14,16,15,15,17,16,16,16,16,14,15,16,15,15,16,16,15,15,15,16,15,16,17,15,15,16,16,15,16,15,16,25,14,15,15,15,15,17,16,16,16,15,16,16,16,15,16,15,15,15,16,16,16,16,17,15,16,16,15,38,17,16,16,16,16,14,15,15,15,16,15,16,15,16,15,17,16,16,16,16,15,16,15,16,15,15,16,BEAGLE
37,19,23,19,12,21,24,22,12,16,20,17,15,18,17,19,14,17,15,12,15,13,16,15,16,19,17,12,18,8,17,15,17,13,16,16,14,17,16,16,13,20,14,14,18,15,17,15,17,16,14,15,15,15,16,16,14,14,16,16,16,16,17,16,25,17,15,17,16,19,17,18,14,16,16,15,16,15,16,17,14,16,15,15,15,16,16,15,16,15,15,15,35,16,14,14,14,11,17,13,17,15,15,16,16,18,14,15,18,15,18,15,15,15,16,16,15,17,17,16,BEAGLE
33,14,14,17,15,20,17,17,16,17,14,15,12,16,12,15,15,14,14,15,15,16,16,17,16,19,15,17,15,16,15,16,16,16,15,16,16,14,15,14,16,14,17,18,16,15,16,15,16,15,15,16,16,15,14,15,16,15,16,16,16,14,16,16,13,15,15,12,16,11,16,16,16,17,16,15,18,15,17,17,16,15,15,15,16,14,16,16,16,15,16,16,31,15,15,15,15,15,16,15,16,15,15,16,16,16,16,16,16,15,16,15,16,16,16,16,16,15,16,15,BEAGLE
28,20,18,19,16,10,17,15,11,17,15,14,19,16,14,16,16,15,16,15,15,16,16,16,15,15,16,16,17,14,16,14,17,16,15,16,15,16,13,16,16,16,16,15,17,15,15,15,14,18,15,16,15,15,15,16,16,17,14,16,15,15,15,17,23,15,16,13,13,17,15,17,17,14,15,17,16,15,17,15,16,15,15,17,16,16,16,15,16,15,15,16,17,11,16,13,13,13,19,15,19,15,13,15,16,17,16,16,17,14,16,15,15,16,16,18,15,16,15,16,BEAGLE
24,8,5,16,17,12,12,12,23,13,17,14,11,18,20,18,18,16,14,16,16,16,14,18,13,15,18,14,14,14,11,15,19,17,16,17,14,15,14,16,18,14,15,15,17,17,15,15,16,15,16,14,15,15,15,15,16,16,15,15,16,17,16,15,29,13,12,15,15,17,15,16,16,15,16,16,15,15,15,17,16,16,15,16,16,16,16,16,16,15,16,16,35,20,21,16,17,16,17,17,15,16,15,16,17,16,15,14,15,16,16,15,15,15,15,14,15,16,15,15,BEAGLE
15,16,16,16,15,15,16,16,16,15,15,16,15,16,16,15,14,16,16,16,15,15,15,15,15,15,16,16,15,16,16,16,15,16,16,16,15,16,15,15,15,16,15,15,16,16,16,15,15,16,16,16,15,16,16,15,16,15,16,16,16,15,16,15,15,14,16,14,16,15,17,14,17,16,16,16,16,16,14,16,16,14,16,16,16,16,16,16,15,16,15,17,28,15,16,16,16,15,17,15,16,15,15,15,15,16,15,15,16,15,16,16,15,16,16,16,15,16,16,16,BEAGLE
41,5,6,14,26,8,14,17,24,18,16,19,17,14,13,18,17,17,12,17,18,16,16,18,13,18,16,17,16,13,16,19,13,18,15,17,16,16,13,15,17,16,13,17,17,14,15,15,15,15,15,16,15,17,13,16,16,16,16,16,14,16,16,16,26,15,13,15,17,18,18,17,17,17,16,17,15,17,16,15,15,16,14,16,16,16,16,15,15,14,15,15,36,17,19,15,15,13,13,14,13,14,16,14,16,14,14,15,15,16,17,16,16,16,15,16,16,17,15,16,BEAGLE
14,14,17,12,8,3,20,15,14,18,15,14,18,12,21,7,17,15,15,14,14,14,16,18,19,19,18,15,15,16,20,16,17,18,16,17,15,15,18,12,15,15,16,18,13,15,16,13,16,16,15,15,17,15,14,15,16,17,16,15,16,15,16,15,24,12,15,17,17,17,18,17,18,15,17,15,16,15,17,15,16,14,15,16,16,16,15,15,15,15,15,17,37,19,15,14,14,15,13,15,14,16,15,16,16,16,14,16,15,17,16,15,15,15,16,16,16,16,16,15,BEAGLE
18,14,11,8,16,17,17,10,14,20,19,13,10,14,17,16,19,14,16,15,13,11,16,18,14,13,16,15,15,14,15,13,15,16,16,18,15,16,16,16,15,17,16,16,18,16,14,16,15,15,15,15,13,14,16,15,14,15,15,16,16,16,17,16,11,16,24,12,15,16,16,22,17,16,16,15,15,16,15,15,15,16,15,15,14,16,15,19,16,16,15,16,57,16,3,23,16,9,16,15,15,15,15,15,16,15,18,15,13,16,16,16,17,17,16,13,15,15,16,15,BEAGLE
21,15,23,16,14,6,14,11,18,19,9,16,10,17,12,17,14,15,9,16,11,14,15,15,15,14,15,13,16,16,14,17,16,16,15,11,16,17,15,19,16,18,15,16,18,15,17,16,19,16,15,16,17,15,15,17,16,16,15,16,17,15,15,16,27,15,18,18,15,15,15,14,16,18,14,16,14,16,15,16,14,16,13,15,14,16,16,17,15,16,15,15,31,15,17,10,16,15,15,16,15,14,17,16,19,15,16,15,16,16,18,16,17,16,16,15,16,16,15,15,BEAGLE
8,24,17,13,17,6,6,18,14,13,11,12,16,16,14,18,11,16,17,13,18,15,16,18,19,16,13,17,16,17,19,17,18,14,15,16,15,17,15,17,15,16,18,14,15,15,15,17,16,15,15,15,16,15,15,17,14,15,16,14,18,15,16,15,28,15,14,15,16,18,18,16,15,16,16,16,17,15,14,15,15,16,14,16,15,16,15,15,15,16,16,16,32,13,16,17,13,11,11,13,16,15,15,15,13,15,18,16,16,16,17,15,16,15,16,16,17,15,15,16,BEAGLE
18,10,18,18,13,8,10,19,16,20,13,16,16,16,19,19,15,15,15,12,16,16,16,15,14,16,16,14,13,15,15,16,18,15,17,14,15,16,16,15,16,17,16,15,16,16,15,15,16,16,16,16,13,16,14,17,16,16,15,15,16,16,16,15,25,22,6,14,16,17,19,19,13,16,15,18,16,12,14,13,15,18,18,16,16,17,15,15,17,14,16,18,40,9,26,17,15,15,12,13,19,15,16,13,15,19,17,17,15,14,13,15,15,14,16,16,14,17,15,14,BEAGLE
19,14,28,15,16,16,14,15,15,17,13,15,15,14,13,16,17,16,15,15,13,13,15,14,16,15,16,16,15,15,15,15,15,16,16,15,16,16,16,17,15,16,15,16,16,15,16,15,16,15,15,15,15,15,17,15,16,15,16,16,16,15,16,15,40,18,24,16,15,19,13,15,15,17,18,15,15,17,15,18,15,17,14,15,16,16,16,16,17,16,16,15,24,13,9,17,16,12,18,16,16,14,14,16,17,15,16,14,16,14,17,16,15,15,15,16,15,15,15,16,BEAGLE
21,9,6,11,10,11,20,16,15,14,16,16,18,19,18,16,16,12,16,15,16,16,16,14,15,13,16,17,18,16,16,14,18,16,15,15,16,15,15,14,14,15,14,16,14,15,15,16,15,15,16,16,16,16,14,16,15,15,16,15,16,16,16,15,23,16,15,17,17,16,16,17,16,17,16,15,15,15,15,14,15,14,14,15,16,15,16,15,17,15,15,16,39,15,16,14,14,15,15,15,15,14,15,16,16,16,16,17,16,17,17,16,15,16,16,16,15,16,16,16,BEAGLE
14,19,13,13,12,5,17,13,14,13,15,16,16,14,19,16,18,16,19,16,14,13,15,17,16,17,16,17,15,13,18,14,16,16,15,15,16,18,15,15,14,16,16,15,13,15,16,16,17,16,14,17,15,16,16,16,16,14,14,16,15,14,15,15,23,14,14,17,16,18,17,16,16,17,16,16,15,15,17,16,14,16,14,16,16,15,16,15,15,15,15,14,48,16,19,16,16,13,14,17,15,15,15,15,15,18,14,17,16,15,16,15,16,16,16,16,16,17,16,17,BEAGLE
14,15,14,8,16,7,12,19,17,14,13,15,18,17,18,21,15,14,15,15,20,15,15,18,17,14,14,9,18,15,13,16,17,13,16,16,15,14,15,13,14,20,14,15,16,17,16,16,16,16,17,17,17,17,13,14,14,16,15,15,17,16,15,17,22,14,15,17,15,15,17,15,16,16,16,15,16,16,16,15,16,15,16,16,15,15,16,16,15,15,15,16,31,14,16,14,15,14,15,16,16,15,16,16,17,16,15,17,15,16,16,16,16,16,15,15,15,16,16,15,BEAGLE
33,26,14,20,17,19,14,16,15,20,13,17,15,14,13,15,16,17,12,13,15,16,16,13,16,16,15,16,16,16,16,18,15,17,16,15,15,16,15,16,14,15,16,15,16,17,16,15,16,16,16,15,16,16,16,14,15,15,16,15,15,16,15,15,14,18,15,14,14,15,16,17,13,15,15,16,17,14,15,15,15,15,16,17,17,16,17,15,15,15,15,15,44,14,14,16,19,15,15,14,19,16,17,14,14,16,16,16,16,16,16,14,14,16,14,17,16,16,16,16,BEAGLE
17,11,17,13,13,16,20,14,21,14,16,16,14,14,12,13,17,10,15,18,14,17,16,14,19,16,19,16,13,14,19,19,17,18,15,15,14,17,17,17,16,12,14,15,15,15,16,15,16,16,14,17,16,17,15,15,17,16,16,15,14,15,16,16,24,17,13,16,16,13,16,16,18,16,17,15,16,17,14,15,16,14,14,15,15,16,15,15,16,17,15,17,42,15,16,15,17,19,15,13,14,14,13,18,14,12,18,16,16,18,17,16,16,15,16,17,15,15,15,15,BEAGLE
30,16,18,18,15,18,14,17,15,14,14,15,13,16,15,16,14,17,13,15,15,15,16,16,14,17,14,15,15,16,16,17,16,16,15,15,15,16,15,14,16,15,15,14,14,15,15,16,16,15,16,16,16,17,17,16,15,16,16,15,14,16,15,15,7,14,11,14,14,8,17,15,16,19,16,15,20,15,19,16,15,15,16,16,16,16,16,17,17,13,16,15,30,16,16,15,17,16,15,16,16,14,15,15,16,15,16,16,16,16,16,15,16,16,15,16,16,16,15,15,BEAGLE
24,10,16,13,21,10,9,14,22,12,15,15,19,13,14,18,17,19,15,16,13,12,14,15,15,16,18,12,14,18,14,18,14,15,14,14,15,17,15,15,15,16,18,16,12,14,15,18,17,16,15,18,15,14,16,17,15,16,17,15,14,14,17,15,13,18,12,18,13,15,17,19,14,18,16,16,14,18,18,17,14,15,14,16,16,17,16,16,15,14,14,16,48,14,18,14,18,16,15,13,16,13,15,16,17,14,14,14,17,16,17,16,15,15,16,15,16,17,16,15,BEAGLE
15,15,6,14,9,7,15,20,20,15,12,15,14,18,9,14,18,13,17,18,15,14,16,16,20,16,18,15,15,15,16,14,15,15,15,16,15,16,15,17,14,16,17,16,15,16,15,15,15,16,16,14,14,14,15,17,16,14,16,15,15,16,17,15,19,19,13,19,18,17,15,17,15,15,17,15,15,14,17,15,15,15,16,15,17,15,15,15,15,15,15,16,44,11,19,12,13,14,16,13,16,17,14,17,16,17,14,16,16,16,15,16,14,16,16,16,16,16,16,15,BEAGLE
25,18,16,15,16,16,14,16,15,16,15,16,14,15,14,13,16,16,15,15,16,16,15,16,16,17,16,15,16,16,16,15,16,16,15,16,15,15,16,14,16,16,17,15,14,15,14,15,14,16,15,16,15,14,15,16,16,16,16,16,16,17,15,16,26,16,16,14,16,15,15,16,15,15,16,16,17,15,15,15,16,16,16,16,16,16,15,15,16,16,16,15,35,14,15,17,15,16,16,15,16,16,15,16,14,16,15,16,15,16,15,15,15,16,16,16,15,16,15,16,BEAGLE
33,16,26,11,20,12,14,22,11,17,16,15,14,16,17,14,13,21,11,20,15,16,14,16,13,11,16,14,15,15,15,19,12,15,14,16,17,15,17,16,14,19,14,17,15,16,16,15,15,16,14,17,15,18,15,14,16,16,14,16,14,15,16,15,29,16,17,15,15,17,16,17,15,17,16,16,15,16,14,15,15,16,14,16,16,16,16,15,15,16,15,16,35,16,14,16,15,14,16,14,16,14,15,16,16,15,17,16,17,15,18,15,15,16,15,15,16,15,15,15,BEAGLE
36,10,7,16,11,12,14,12,15,20,20,19,13,15,14,17,15,15,17,19,17,13,16,19,13,15,17,15,15,14,16,14,13,18,14,13,15,17,14,14,17,14,15,16,15,17,14,15,17,14,15,16,16,15,15,16,16,15,17,15,15,15,15,15,4,18,28,20,18,12,20,15,17,13,13,12,19,18,16,13,16,13,16,12,15,16,15,13,16,15,14,17,36,14,17,16,14,14,16,15,15,16,15,16,16,16,16,16,16,15,17,16,15,16,16,17,14,16,16,16,BEAGLE
26,17,16,14,16,13,15,17,15,16,15,15,15,16,15,16,15,16,14,16,17,15,16,17,15,16,14,14,14,16,16,16,16,16,15,15,15,15,16,15,17,16,16,16,16,15,16,15,15,16,16,16,16,15,16,15,16,16,16,16,15,16,16,16,24,17,16,15,16,16,15,16,15,16,16,15,15,16,15,15,15,16,15,16,16,15,16,16,15,16,15,16,38,15,15,16,15,15,16,15,16,15,16,16,16,15,16,16,16,15,16,15,15,16,15,15,16,15,16,16,BEAGLE
